Model,PROCHECK
ranked_0.pdb,94.8|5.2|0.0|0.0
ranked_1.pdb,96.1|3.9|0.0|0.0
ranked_2.pdb,95.2|4.8|0.0|0.0
ranked_3.pdb,95.2|4.8|0.0|0.0
ranked_4.pdb,95.2|4.8|0.0|0.0
