7KU7-D1,ranked,ranked_0,3.672
7KU7-D1,Mod-5ranked,Mod-5ranked_unsupervised_0,18.340
7KU7-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_0,3.976
7KU7-D1,ranked,ranked_1,3.641
7KU7-D1,Mod-5ranked,Mod-5ranked_unsupervised_1,18.284
7KU7-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_1,3.758
7KU7-D1,ranked,ranked_2,18.389
7KU7-D1,Mod-5ranked,Mod-5ranked_unsupervised_2,18.306
7KU7-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_2,4.812
7KU7-D1,ranked,ranked_3,18.331
7KU7-D1,Mod-5ranked,Mod-5ranked_unsupervised_3,18.307
7KU7-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_3,4.417
7KU7-D1,ranked,ranked_4,18.557
7KU7-D1,Mod-5ranked,Mod-5ranked_unsupervised_4,18.309
7KU7-D1,Modalpha_2best_unsupervised,Mod-2best_unsupervised_4,5.493
