Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,87.2|11.7|0.6|0.6
Mod-5ranked_unsupervised_1.pdb,86.7|12.2|0.6|0.6
Mod-5ranked_unsupervised_2.pdb,87.2|10.6|1.7|0.6
Mod-5ranked_unsupervised_3.pdb,89.4|10.6|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,87.2|12.8|0.0|0.0
