Model,Q-MEAN_DisCo_Global
Mod-2best_unsupervised_0.pdb,0.70
Mod-2best_unsupervised_1.pdb,0.71
Mod-2best_unsupervised_2.pdb,0.70
Mod-2best_unsupervised_3.pdb,0.69
Mod-2best_unsupervised_4.pdb,0.71
