Model,PROSA
Mod-2best_unsupervised_0.pdb,-8.13
Mod-2best_unsupervised_1.pdb,-8.04
Mod-2best_unsupervised_2.pdb,-8.08
Mod-2best_unsupervised_3.pdb,-8.17
Mod-2best_unsupervised_4.pdb,-8.15
