Model,PROCHECK
Mod-2best_unsupervised_0.pdb,95.1|4.9|0.0|0.0
Mod-2best_unsupervised_1.pdb,96.0|4.0|0.0|0.0
Mod-2best_unsupervised_2.pdb,96.0|4.0|0.0|0.0
Mod-2best_unsupervised_3.pdb,96.0|3.6|0.4|0.0
Mod-2best_unsupervised_4.pdb,96.9|3.1|0.0|0.0
