Model,PROCHECK
Mod-5ranked_unsupervised_0.pdb,95.0|4.0|1.0|0.0
Mod-5ranked_unsupervised_1.pdb,92.1|6.9|1.0|0.0
Mod-5ranked_unsupervised_2.pdb,95.0|4.0|1.0|0.0
Mod-5ranked_unsupervised_3.pdb,94.1|5.9|0.0|0.0
Mod-5ranked_unsupervised_4.pdb,90.1|6.9|1.0|2.0
