Model,PROCHECK
ranked_0.pdb,97.3|2.7|0.0|0.0
ranked_1.pdb,96.5|3.1|0.4|0.0
ranked_2.pdb,96.5|3.5|0.0|0.0
ranked_3.pdb,97.7|2.3|0.0|0.0
ranked_4.pdb,96.1|3.1|0.4|0.4
