Model,PROSA
Mod-2best_supervised_0.pdb,-13.26
Mod-2best_supervised_1.pdb,-13.1
Mod-2best_supervised_2.pdb,-13.23
Mod-2best_supervised_3.pdb,-13.12
Mod-2best_supervised_4.pdb,-13.09
