Model,PROSA
Mod-2best_supervised_0.pdb,-5.77
Mod-2best_supervised_1.pdb,-5.56
Mod-2best_supervised_2.pdb,-5.9
Mod-2best_supervised_3.pdb,-5.96
Mod-2best_supervised_4.pdb,-5.76
