Model,PROSA
Mod-2best_unsupervised_0.pdb,-6.58
Mod-2best_unsupervised_1.pdb,-6.62
Mod-2best_unsupervised_2.pdb,-6.52
Mod-2best_unsupervised_3.pdb,-6.69
Mod-2best_unsupervised_4.pdb,-6.65
