Model,PROSA
Mod-5ranked_unsupervised_0.pdb,-6.95
Mod-5ranked_unsupervised_1.pdb,-7.01
Mod-5ranked_unsupervised_2.pdb,-6.79
Mod-5ranked_unsupervised_3.pdb,-7.06
Mod-5ranked_unsupervised_4.pdb,-6.71
