Model,PROSA
Mod-2best_unsupervised_0.pdb,-7.04
Mod-2best_unsupervised_1.pdb,-7.11
Mod-2best_unsupervised_2.pdb,-7.15
Mod-2best_unsupervised_3.pdb,-7.16
Mod-2best_unsupervised_4.pdb,-7.25
