Model,PROSA
Mod-2best_supervised_0.pdb,-9.82
Mod-2best_supervised_1.pdb,-9.92
Mod-2best_supervised_2.pdb,-9.73
Mod-2best_supervised_3.pdb,-9.96
Mod-2best_supervised_4.pdb,-9.82
