Model,PROSA
Mod-2best_supervised_0.pdb,-7.59
Mod-2best_supervised_1.pdb,-7.55
Mod-2best_supervised_2.pdb,-7.63
Mod-2best_supervised_3.pdb,-7.64
Mod-2best_supervised_4.pdb,-7.66
