Model,PROSA
Mod-2best_supervised_0.pdb,-4.66
Mod-2best_supervised_1.pdb,-4.78
Mod-2best_supervised_2.pdb,-4.63
Mod-2best_supervised_3.pdb,-4.91
Mod-2best_supervised_4.pdb,-4.62
