Model,PROSA
Mod-2best_unsupervised_0.pdb,-5.42
Mod-2best_unsupervised_1.pdb,-5.47
Mod-2best_unsupervised_2.pdb,-5.48
Mod-2best_unsupervised_3.pdb,-5.5
Mod-2best_unsupervised_4.pdb,-5.39
