Model,PROCHECK
Mod-2best_unsupervised_0.pdb,94.8|5.2|0.0|0.0
Mod-2best_unsupervised_1.pdb,97.7|2.3|0.0|0.0
Mod-2best_unsupervised_2.pdb,96.5|2.3|1.2|0.0
Mod-2best_unsupervised_3.pdb,95.4|4.0|0.0|0.6
Mod-2best_unsupervised_4.pdb,98.3|1.2|0.0|0.6
