Model,MOLPROBITY
Mod-2best_unsupervised_0.pdb,2.37
Mod-2best_unsupervised_1.pdb,2.08
Mod-2best_unsupervised_2.pdb,1.96
Mod-2best_unsupervised_3.pdb,2.27
Mod-2best_unsupervised_4.pdb,1.96
